the	57914	"英[ðə , ði]
美[ðə , ði]
指已提到或易领会到的人或事物;指独一无二的、正常的或不言而喻的人或事物;解说时用"
of	31568	"英[ɒv , əv]
美[əv , ʌv]
属于;关于;部分的;出身于;住在"
to	28747	"英[tu , tə]
美[tu , tə]
向，朝，往，对着;位于…方向;到，达;表示目的或意图;表示结果;表示原因;关着;关闭;关上"
and	20154	"英[ənd , ænd]
美[ənd , ænd]
和;与;同;又;而;加;加上;然后;接着"
in	20045	"英[ɪn]
美[ɪn]
在某一点;在中;在…内;在…中;进入;在里面;在内;在家里;在工作单位;流行的;时髦的;执政者;门路;知情者"
is	13837	"英[ɪz]
美[ɪz]
be 的第三人称单数现在时形式，常放在其他词后缩写为 -’s"
that	13461	"英[ðæt , ðət]
美[ðæt , ðət]
那，那个;那;那， 那个;那，那种，那些;用于某些动词、形容词和名词后，引出从句;如此…以至;多么;那样，那么;不很;不那么;那么"
for	9611	"英[fɔː(r) , fə(r)]
美[fɔːr , fər]
给，对，供;以帮助;为了;关于;因为;由于"
it	8799	"英[ɪt]
美[ɪt]
它;指婴儿，尤指性别不详者;指已知或正在发生的事实或情况"
are	8179	"英[ɑː(r) , eə(r)]
美[ɑːr , er]
是（be的第二人称单复数现在时，第一、三人称复数现在时）;公亩(等于100平方米)"
be	8004	"英[bi]
美[bi]
有;存在;位于;在;发生;与过去分词连用构成被动语态;与现在分词连用构成进行时;用于反意疑问句"
as	7596	"英[æz , əz]
美[æz , əz]
像;如同;作为;当作;像…一样，如同;和…一样;当…时;随着;照…方式;因为;由于"
on	7324	"英[ɒn]
美[ɑːn]
在…上;由…支撑着;在上;表示持续性;向前;穿在身上;穿着;戴着"
with	6283	"英[wɪð]
美[wɪð]
和…在一起;和;同;跟;有;具有;带有;用;使用;以;借"
have	5968	"英[hæv , həv]
美[hæv , həv]
有;持有;占有;由…组成;显示出，带有;与过去分词连用构成完成时"
by	5728	"英[baɪ]
美[baɪ]
靠近;在…旁边;常置于表示被动的动词后，表示使为者;表示方式;经过;表示保留或保存时用;短暂拜访"
not	5314	"英[nɒt]
美[nɑːt]
(构成动词be、do和have及情态动词can或must等的否定形式，常缩略为n't)不，没有;不;(用于hope、expect、believe等动词后，作为否定的回答)不"
they	4938	"英[ðeɪ]
美[ðeɪ]
他们;她们;它们;用以代替he或she，指性别不详的人;人们，人人，众人"
you	4868	"英[ju]
美[jə]
你;您;你们;与名词及形容词连用，直接称呼某人;泛指任何人"
their	4606	"英[ðeə(r)]
美[ðer]
他们的;她们的;它们的;在提及性别不详的人时，用以代替his或her"
but	4486	"英[bət , bʌt]
美[bət , bʌt]
而;相反;然而;尽管如此;表示歉意时说;除了;除…之外;只有;仅仅;借口;推辞"
from	4481	"英[frəm]
美[frəm]
从…起，始于;从…开始;寄自，得自"
or	4383	"英[ɔː(r)]
美[ɔːr]
或，或者，还是;也不;否则，不然"
more	4377	"英[mɔː(r)]
美[mɔːr]
更多的，更大的;更;更强，更多;many的比较级;much的比较级"
we	4301	"英[wi]
美[wi]
我们;咱们;人们"
this	4127	"英[ðɪs]
美[ðɪs]
这，这个;这;这，这样;这样;这么"
at	4067	"英[æt , ət]
美[æt , ət]
在"
has	4034	"英[həz]
美[həz]
have 的第三人称单数现在时形式"
he	3980	"英[hi , hiː]
美[hi , hiː]
他;它;人;指上帝;雄性;雄性动物"
one	3942	"英[wʌn]
美[wʌn]
一;(正式用语或表强调，用在hundred、thousand等或度量单位之前)一;单独一个，仅仅一个;用来避免重复已提过的或是听者已知的事物的名称;用于辨别所谈的人或事;其中的一个人"
which	3936	"英[wɪtʃ]
美[wɪtʃ]
哪一个;哪一些;…的那个，…的那些;那个，那些"
will	3920	"英[wɪl]
美[wɪl]
将;愿，要，会，定要;烦劳别人做事时用;想要;希望;愿意;喜欢;立定志向;决心;决意;立遗嘱将赠与;立遗嘱赠与;意志;毅力;自制力;意愿;心愿;遗嘱"
an	3904	"英[ən]
美[ən]
一;任何一"
was	3849	"英[wəz]
美[wəz]
be的第一和第三人称单数过去式"
can	3844	"英[kæn , kən]
美[kæn , kən]
能，会;懂得;与动词feel、hear、see、smell、taste 连用;金属罐;一听;金属容器，塑料容器;把装罐保存;让…卷铺盖走人;炒…的鱿鱼"
his	3604	"英[hɪz]
美[hɪz]
他的;上帝的;属于上帝的;属于他的"
all	3430	"英[ɔːl]
美[ɔːl]
所有;全部;全体;一切;全部的，整个的;唯一的事物;所有的事物;完全;很;十分;非常;太;过分"
your	3397	"英[jɔː(r)]
美[jʊr]
你的;您的;你们的;大家的，人们的;指有名或经常被谈论的人或事物"
people	3277	"英[ˈpiːpl]
美[ˈpiːpl]
人;人们;大家;人民，国民;民族;种族;居住在;把…挤满人;住满居民;person的复数"
points	3272	"英[pɔɪnts]
美[pɔɪnts]
论点;观点;见解;重点;要点;核心问题;意图;目的;理由;指，指向;瞄准;对着;朝向;point的第三人称单数和复数"
should	3196	"英[ʃʊd , ʃəd]
美[ʃʊd , ʃəd]
应该，应当;该，可以;应该会，可能"
been	3152	"英[biːn]
美[bɪn]
曾经到过;are的过去分词;be的过去分词"
there	3147	"英[ðeə(r)]
美[ðer]
表示存在或发生;在那里;到那里;往那里;存在的;现有的;可得到的;你瞧，好啦，得啦"
if	3098	"英[ɪf]
美[ɪf]
如果;假若;倘若;当;无论何时;每次;与will或would连用，表示客气地请求;不确定的情况"
what	3071	"英[wɒt]
美[wɑːt]
什么;…的事物;无论什么;凡是…的事物;多么;真;太"
than	3060	"英[ðæn , ðən]
美[ðæn , ðən]
比;多于，小于，少于;就"
section	2787	"英[ˈsekʃn]
美[ˈsekʃn]
部分;部门;部件;散件;节;款;项;段;切开;切断;做切片;强制入院治疗"
about	2776	"英[əˈbaʊt]
美[əˈbaʊt]
大约;左右;将近;几乎;到处;处处;各处;关于;对于;目的是;为了;涉及…方面;忙于;从事于;在附近的;四处走动的;在起作用的;在流行中的"
its	2749	"英[ɪts]
美[ɪts]
它的，他的，她的"
so	2727	"英[səʊ]
美[soʊ]
这么，这样，那么，那样，如此;很;极;不如…;不像…;因此，所以;因此;为了，以便"
were	2717	"英[wə(r)]
美[wər]
be 的过去时复数和第二人称单数形式;有时代替 was，用于条件从句、动词 wish 之后等"
when	2700	"英[wen]
美[wen]
什么时候;何时;什么情况下;什么场合下;在那时;其时;当时;当场;在…时候;当…时;在…期间;在…之后;在任何…时候"
answer	2684	"英[ˈɑːnsə(r)]
美[ˈænsər]
答复;回答;答案，正确答案;解决办法，答案;适合;符合;比得上;相配"
who	2678	"英[huː]
美[huː]
谁，什么人;表示所指的人;进一步提供有关某人的信息"
our	2667	"英[ˈaʊə(r) , ɑː(r)]
美[aʊər , ɑːr]
我们的;用于称上帝或圣人"
new	2662	"英[njuː]
美[nuː]
刚出现的;新的;新近推出的;新东西;新事物;新买的"
had	2597	"英[həd]
美[həd]
had 有时代替 if 用于从句句首，表示某种情况可能发生但并未发生;有;持有;占有;由…组成;显示出，带有;have的过去分词和过去式"
may	2559	"英[meɪ]
美[meɪ]
也许，可能;也许;可以;山楂花"
some	2559	"英[səm , sʌm]
美[səm , sʌm]
一些，若干;某些，部分，有的;好些;不少的;相当多的;有些人，有些事物;部分;有的;有些;若干;(用于数词前，意同approximately)大约，差不多;稍微;有点"
do	2520	"英[duː , də , dəʊ]
美[duː , də , doʊ]
做，干，办;做;行动;表现;进展，进行;用于实义动词前构成否定句和疑问句;构成附加疑问句;代替实义动词以避免重复;社交聚会;社交活动;事件;诈骗;宴会;必须做到的事情"
would	2515	"英[wʊd , wəd]
美[wʊd , wəd]
(will的过去式，用于转述)将，将会;带出想象的结果;就会;想要;希望;愿意;喜欢;立定志向;决心;决意;立遗嘱将赠与;立遗嘱赠与;will的过去式"
only	2477	"英[ˈəʊnli]
美[ˈoʊnli]
仅有的;唯一的;最好的;最适当的;只;只有;仅;仅在…情况下;只不过;仅…而已;不过;但是;可是"
up	2472	"英[ʌp]
美[ʌp]
向较高位置;向上;在上面;向较高水平;加大;增高;朝的方向;向…的地方;向，在;沿着;顺着;向…上游;溯流而上;向上的;往上移动的;高兴;快乐;激动;在运行;突然移动;突然做;提高…的价格;效用通路"
part	2461	"英[pɑːt]
美[pɑːrt]
部分;片段;一点;成员;成分;离开;分别;分离;分开;隔离;分散;解散;由两部分构成;在一定程度上;部分地"
into	2461	"英[ˈɪntu]
美[ˈɪntu]
到…里面;进入;朝;向;对着;撞上;碰上"
many	2455	"英[ˈmeni]
美[ˈmeni]
许多(与复数名词及动词连用，尤用于否定句或正式用语，表示大量;也用于疑问句以询问数字大小，并可与as、so 和 too 连用);大多数人;许多，大量;许多;多的"
no	2444	"英[nəʊ , nəʊz]
美[noʊ , noʊz]
不;没有;不是;不，不要;无;不准;禁止;没有可能;(与not同义，用于形容词和副词前)不;否定的回答;作否定回答的人;投反对票者"
most	2428	"英[məʊst]
美[moʊst]
最多，最大;大多数;几乎所有;最;最大，最多，最高;非常;极其;完全;many的最高级;much的最高级"
text	2379	"英[tekst]
美[tekst]
正文，本文;文本;文档;演讲稿;剧本;文稿;发短信"
other	2357	"英[ˈʌðə(r)]
美[ˈʌðər]
另外;其他;那个，另一个;其余的，另外的"
each	2243	"英[iːtʃ]
美[iːtʃ]
各自，各个，每个"
out	2221	"英[aʊt]
美[aʊt]
出来;不在家;不在工作地点;外出;出去;离开边缘;回避的方法;托词;出路;揭露，公布"
them	2194	"英[ðəm]
美[ðəm]
他们;她们;它们;指性别不详的人时，用以代替him或her"
time	2188	"英[taɪm]
美[taɪm]
时间;时间，钟点，时刻;时，时间;为…安排时间;选择…的时机;计时;测定…所需的时间;在某一时刻击球"
such	2079	"英[sʌtʃ]
美[sʌtʃ]
这样的，那样的，类似的;这样的，下述一类的;这样，非常，如此程度"
much	2074	"英[mʌtʃ]
美[mʌtʃ]
(与不可数名词连用，尤用于否定句;或与how连用以询问数量;也可与as、so和too连用)许多，大量，多少;非常;更加;很"
following	2074	"英[ˈfɒləʊɪŋ]
美[ˈfɑːloʊɪŋ]
接着的;下述的;下列的;拥护者，追随者;下述;下列;如下;在以后;由于;跟随;跟着;在…后发生，因…而发生;在…后做;follow的现在分词"
world	2052	"英[wɜːld]
美[wɜːrld]
世界;地球;天下;某地域的人类社会;星球，天体"
these	1992	"英[ðiːz]
美[ðiːz]
这些，他们;这些;一些"
life	1981	"英[laɪf]
美[laɪf]
生命;人命;性命;人的存活;生物;活物"
make	1943	"英[meɪk]
美[meɪk]
制造;做;组装;写;出产;制订;铺床;品牌，型号"
because	1916	"英[bɪˈkɒz]
美[bɪˈkɔːz]
因为"
now	1916	"英[naʊ]
美[naʊ]
现在;目前;此刻;从现在开始;表示厌烦;既然;由于"
work	1872	"英[wɜːk]
美[wɜːrk]
做体力工作;劳动;干活;受雇于;从事…工作;使工作;使卖力干活;工作;职业;职责;工作内容;活计"
well	1834	"英[wel]
美[wel]
好;对;令人满意地;完全地;彻底地;全部地;很;相当;大大地;远远地;健康;身体好;状态良好;情况良好;明智;可取;好主意;哎呀，哟，啊，好啦;唉，好吧;嗯;井;水井;楼梯井;电梯井道;律师席;涌出;冒出;流出;溢出;涌起;迸发"
even	1829	"英[ˈiːvn]
美[ˈiːvn]
甚至，连，即使;甚至更，愈加，还;甚至可以说，其实，实际上;平滑的;平的;平坦的;变化不大的，均匀的，平稳的;相等的;均等的;平;相等;变平"
how	1818	"英[haʊ]
美[haʊ]
怎样;如何多少，多么，多大"
use	1812	"英[juːz , juːs]
美[juːz , juːs]
使用;利用;运用;消耗;说，写，使用;用;得到利用;用途;功能;用法;使用权;使用的机会"
first	1802	"英[fɜːst]
美[fɜːrst]
第一;最重要的;首要的;最优秀的;首先;最初;第一次;首次;第一个人;空前的成就;前所未有的事情;一挡，最低挡"
years	1796	"英[jɪəz]
美[jɪrz]
年;日历年;一年时间;与某事相关的一年;年度;year的复数"
those	1769	"英[ðəʊz]
美[ðoʊz]
用来对已经提及的事物作补充说明;人们;人;那些;用于提供更多的细节、信息"
sheet	1769	"英[ʃiːt]
美[ʃiːt]
床单;被单;一张;薄片，薄板"
must	1769	"英[mʌst , məst]
美[mʌst , məst]
必须;一定;应该，得;必须做的事"
over	1709	"英[ˈəʊvə(r)]
美[ˈoʊvər]
从直立位置向下和向外;落下;倒下;从一侧到另一侧;翻转;穿过;在…上面;悬在…上面;向…上方;从一边到另一边;穿越;一轮投球"
way	1698	"英[weɪ]
美[weɪ]
方法;手段;途径;方式;作风;风度;样子;行为方式，生活方式，习俗;很远;大量"
take	1682	"英[teɪk]
美[teɪk]
携带;拿走;取走;运走;带去;引领;使达到，把…推向，把…带到;场景，镜头;收入额;进项;看法;意见"
social	1682	"英[ˈsəʊʃl]
美[ˈsoʊʃl]
社会的;社会上的;社会地位的;社交的;交际的;联谊的;联谊会;联欢会"
best	1671	"英[best]
美[best]
最好的;最出色的;最优秀的;最愉快的;最幸福的;最合适的;最恰当的;最;最高程度地;最出色地;最高标准地;最适合地;最恰当地;最好的事物;最高标准;最合乎要求的事物;打败;胜过;good的最高级;well的最高级"
read	1666	"英[riːd , red]
美[riːd , red]
识字;阅读;读懂;读;朗读;读到;查阅到;读书;好的读物;好书;博学的;熟知的;精通的"
could	1660	"英[kʊd , kəd]
美[kʊd , kəd]
用于can的过去时;能，可以;能;把装罐保存;让…卷铺盖走人;炒…的鱿鱼;can的过去分词和过去式"
like	1655	"英[laɪk]
美[laɪk]
相似;类似;像;…怎么样;符合…的特点，像…才会;喜欢;喜爱;喜欢做;想;要;希望;像…一样;如同;好像;仿佛;似乎;喜好;爱好;类似的人;种类，类型;类似的;相似的;大概，可能;我说，他说，她说;(非正式口语，代替as)和…一样，如，像"
also	1638	"英[ˈɔːlsəʊ]
美[ˈɔːlsoʊ]
而且;此外;也;同样"
being	1627	"英[ˈbiːɪŋ]
美[ˈbiːɪŋ]
存在;生存;生物;思想感情;身心;are的现在分词;be的现在分词"
long	1605	"英[lɒŋ]
美[lɔːŋ]
长的;长;长时间的;长久的;长期的;长期地;长久地;很久地;用于名词后强调某事发生在某整段时间;渴望"
us	1605	"英[əs]
美[əs]
我们;我"
example	1583	"英[ɪɡˈzɑːmpl]
美[ɪɡˈzæmpl]
实例;例证;例子;典型;范例;样品;榜样;楷模;模范"
two	1567	"英[tuː]
美[tuː]
二"
then	1557	"英[ðen]
美[ðen]
当时，那时;到那时，届时;然后;接着;其后;后来;那么;因此;既然如此;当时的"
any	1551	"英[ˈeni]
美[ˈeni]
(与不可数或复数名词连用，用于否定句和疑问句，也用于if或whether之后，或紧接某些动词如prevent、ban、forbid等)任何的，任一的;任一;非一般的;不寻常的;(用于否定句和疑问句中或if、whether后)任何数量，任一数额;任何一些;一点儿也，完全，丝毫;根本"
very	1545	"英[ˈveri]
美[ˈveri]
很，非常，十分，极;(强调形容词最高级或置于own前)完全，十足;完全同样;完全同一;正是的，恰好的，同一的;最…的，极端的，十足的;仅仅的，唯独的，甚至于"
before	1529	"英[bɪˈfɔː(r)]
美[bɪˈfɔːr]
在…以前;在…面前;在前面;到…为止;到…之前;以免;不然;以前;过去;已经"
good	1512	"英[ɡʊd]
美[ɡʊd]
好的;优质的;符合标准的;可接受的;令人愉快的;令人满意的;合情理的;有说服力的;有充分根据的;合乎道德的行为;正直的行为;善行;有道德的人;高尚的人;好人;用处;好处;益处;好"
english	1512	"英[ˈɪŋɡlɪʃ]
美[ˈɪŋɡlɪʃ]
英语;英文;英语语言文学;英语学科;英格兰人;英格兰的;英格兰人的;英语的"
four	1491	"英[fɔː(r)]
美[fɔːr]
四;四个;第四四的;四个一组之物"
chinese	1480	"英[ˌtʃaɪˈniːz]
美[ˌtʃaɪˈniːz]
中国的;中国人;华裔;华人;中国话;汉语;中文"
last	1464	"英[lɑːst]
美[læst]
最后的;最末的;末尾的;最近的;上一个的;仅剩下的;最终的;最后;最终;终结;最新;最近;上一次;最后来的人;仅剩下的部分;持续;继续;延续;继续存在;持续起作用;持久;坚持下去;超越;鞋楦"
between	1448	"英[bɪˈtwiːn]
美[bɪˈtwiːn]
在…中间，介于…之间;在…之间，在…中间;介于…之间"
often	1442	"英[ˈɒfn]
美[ˈɔːfn]
时常;常常;往往;大多"
after	1442	"英[ˈɑːftə(r)]
美[ˈæftər]
在…后;表示反复不断或一个接着一个;跟随;追赶;在后面;在…以后;后来;以后;后来的;以后的"
information	1436	"英[ˌɪnfəˈmeɪʃn]
美[ˌɪnfərˈmeɪʃn]
信息;消息;情报;资料;资讯"
children	1430	"英[ˈtʃɪldrən]
美[ˈtʃɪldrən]
child 的复数"
questions	1415	"英[ˈkwestʃənz]
美[ˈkwestʃənz]
问题;疑问;事情;议题;课题;怀疑;困惑;正式提问;质询;问;表示疑问;question的第三人称单数和复数"
just	1414	"英[dʒʌst]
美[dʒʌst]
正好;恰好;正当…时;不少于;同样;公正的;正义的;正当的;合理的;正直的人;公正的人;合适的;恰当的"
according	1409	"英[əˈkɔːdɪŋ]
美[əˈkɔːrdɪŋ]
给予，赠予，授予;一致，符合，配合;accord的现在分词"
still	1409	"英[stɪl]
美[stɪl]
还;还是;仍然;依旧;但;不过;还要，更;静止的;平静的;安静的;寂静的;无风的;不含碳酸气的;不起泡的;定格画面;剧照;蒸馏器;静止，平静，安静"
directions	1402	"英[dɪˈrɛkʃənz]
美[dəˈrɛkʃənz]
方向;方位;趋势;动向;方面;direction的复数"
reading	1393	"英[ˈriːdɪŋ]
美[ˈriːdɪŋ]
阅读;读书活动;宣读;读本;读物;阅读材料;识字;读懂;读;朗读;读到;查阅到;read的现在分词"
made	1393	"英[meɪd]
美[meɪd]
…制造的;制作…的;制造;做;组装;写;出产;制订;铺床;make的过去分词和过去式"
him	1392	"英[hɪm]
美[hɪm]
他，它"
author	1382	"英[ˈɔːθə(r)]
美[ˈɔːθər]
著者;作者;作家;创造者，发起人;著作;写作;编写"
write	1377	"英[raɪt]
美[raɪt]
书写;写字;写作;作曲;编写;写信"
too	1377	"英[tuː]
美[tuː]
太，过于，过度;也;又;还;而且"
while	1371	"英[waɪl]
美[waɪl]
在…期间;当…的时候;与…同时;…而，…然而;一段时间;一会儿;消磨;轻松地度过"
research	1370	"英[rɪˈsɜːtʃ]
美[ˈriːsɜːrtʃ , rɪˈsɜːrtʃ]
研究;调查;探索;探讨"
off	1360	"英[ɒf]
美[ɔːf]
离开;距，离;用以表示除去了某物;起跑;从落下;离，距;偏离;从…去掉;从…移开;不新鲜;变质;不礼貌;不热情;冷淡;不能接受;难以容忍;不行;杀死"
great	1360	"英[ɡreɪt]
美[ɡreɪt]
大的;巨大的;数量大的;众多的;很;非常的;很多的;极大的;名人;伟人;伟大的事物;很好地;极好地;很棒地"
human	1348	"英[ˈhjuːmən]
美[ˈhjuːmən]
人的;显示人类特有弱点的;人本性的;有人情味的;通人情的;人"
choose	1344	"英[tʃuːz]
美[tʃuːz]
选择;挑选;选取;宁愿;情愿;决定"
through	1338	"英[θruː]
美[θruː]
从…一端至另一端;穿过;贯穿;透过…看到;隔着…听到;自始至终;从头到尾;从一端到另一端;通过;从头至尾;直达的，直通的，联运的，全程的;直达的;直通的"
today	1333	"英[təˈdeɪ]
美[təˈdeɪ]
在今天;在今日;现在;当今;当代;今天;今日"
my	1332	"英[maɪ]
美[maɪ]
我的;用于感叹句，表示吃惊等;称呼别人时使用，表示亲切"
science	1332	"英[ˈsaɪəns]
美[ˈsaɪəns]
科学;自然科学;自然科学的学习与研究;理科;自然科学学科"
same	1322	"英[seɪm]
美[seɪm]
同一的;相同的;相同的，一模一样的;同样的事物，相同的事物;相同，一样;同一个人;同样"
get	1322	"英[ɡet]
美[ɡet]
收到;接到;获得;得到;挣得"
words	1317	"英[wɜːdz]
美[wɜːrdz]
单词;词;字;说的话;话语;言语;诺言;许诺;保证;措辞;用词;word的第三人称单数和复数"
her	1310	"英[hə(r)]
美[hər]
她;她的"
however	1306	"英[haʊˈevə(r)]
美[haʊˈevər]
无论到什么程度，不管多么;不管怎样;无论如何;然而;不过;仍然"
year	1300	"英[jɪə(r)]
美[jɪr]
年;日历年;一年时间;与某事相关的一年;年度"
become	1295	"英[bɪˈkʌm]
美[bɪˈkʌm]
开始变得;变成;适合;与…相称;使显得漂亮;使好看"
help	1294	"英[help]
美[help]
帮助;协助;援助;改善状况;促进;促使;搀扶;带领;有助益的东西;有用"
another	1290	"英[əˈnʌðə(r)]
美[əˈnʌðər]
又一;再一;另一;不同的;类似的"
paragraph	1289	"英[ˈpærəɡrɑːf]
美[ˈpærəɡræf]
段;段落;将…分段;写短文报导"
where	1279	"英[weə(r)]
美[wer]
在哪里;到哪里;处于哪种情形;在那，到那;在那里;在该处;在该情况下;…的地方;…情况下;地方;场所哪里"
public	1278	"英[ˈpʌblɪk]
美[ˈpʌblɪk]
平民的;大众的;公众的;百姓的;公共的;公立的;政府的;有关政府所提供服务的;平民;百姓;民众;志趣相同的群体"
without	1267	"英[wɪˈðaʊt]
美[wɪˈðaʊt]
没有;缺乏;不和…在一起;无…相伴;不用;不拿;不带"
american	1267	"英[əˈmerɪkən]
美[əˈmerɪkən]
美洲人;美国人;美国英语;美洲的;美国的"
she	1267	"英[ʃi]
美[ʃi]
她;它;女性;雌性;雌性动物"
might	1262	"英[maɪt]
美[maɪt]
(may的过去时，用于间接引语)可能，可以;可能;可以;强大力量;威力"
given	1262	"英[ˈɡɪvn]
美[ˈɡɪvn]
已经安排好的;规定的;指定的;所述的;特定的;考虑到;鉴于;假设事实;给;交给;赠送;赠与;送给;提供，供给，供应;give的过去分词"
own	1262	"英[əʊn]
美[oʊn]
自己的，本人的;自己做的;为自己的;拥有，有;承认"
does	1257	"英[dʌz]
美[dʌz]
do 的第三人称单数现在时形式"
less	1256	"英[les]
美[les]
较少的，更少的;较少;较小;更少;更小;没那么多;少;减去;扣除;小的;比较小的;可爱的，可怜的，讨厌的;年幼的;幼小的;little的比较级"
business	1245	"英[ˈbɪznəs]
美[ˈbɪznəs]
商业;买卖;生意;商务;公事;营业额;贸易额;营业状况"
man	1240	"英[mæn]
美[mæn]
成年男子;男人;人类;人;在…岗位上工作;操纵;配备;嘿，天哪"
find	1235	"英[faɪnd]
美[faɪnd]
发现，碰到;找到;找回;发现，查明，找出，求得;发现物，被发现的人"
